subject,block,trial,condition,stimulus_type,correct_key,key_pressed,rt,transition_step,coherence,frame_count,experiment_time,wall_time,response_type,correct
001,1,1,nondom,mountain,f,j,0.6702869270002338,175,0.7777777777777778,1,26.40283965699973,2025-11-23 12:55:13.407,response,0
001,1,2,dom,city,j,j,0.6586492340002224,175,0.7777777777777778,2,27.220966540000063,2025-11-23 12:55:14.225,response,1
001,1,3,dom,city,j,j,0.5670077609997861,158,0.7022222222222222,3,27.955214140999942,2025-11-23 12:55:14.960,response,1
001,1,4,dom,city,j,j,0.6031880410000667,155,0.6888888888888889,4,28.77133159699997,2025-11-23 12:55:15.776,response,1
001,1,5,dom,city,j,j,0.6296341629999915,172,0.7644444444444445,5,29.62579814799983,2025-11-23 12:55:16.630,response,1
001,1,6,dom,city,j,j,0.7700731610002549,204,0.9066666666666666,6,30.569204183999773,2025-11-23 12:55:17.574,response,1
001,1,7,dom,city,j,j,0.75098233899962,204,0.9066666666666666,7,31.408999385999778,2025-11-23 12:55:18.413,response,1
001,1,8,dom,city,j,j,0.5797429799999918,161,0.7155555555555555,8,32.074810368999806,2025-11-23 12:55:19.079,response,1
001,1,9,nondom,mountain,f,,0.0,225,1.0,9,33.12615763899976,2025-11-23 12:55:20.131,omission,1
001,1,10,dom,city,j,j,0.49144461400010186,141,0.6266666666666667,10,33.617897746999915,2025-11-23 12:55:20.622,response,1
001,1,11,dom,city,j,j,0.5443683549997331,160,0.7111111111111111,11,34.42486171799965,2025-11-23 12:55:21.429,response,1
001,1,12,nondom,mountain,f,,0.0,225,1.0,12,35.48071152400007,2025-11-23 12:55:22.485,omission,1
001,1,13,dom,city,j,j,0.7075431130001562,193,0.8577777777777778,13,36.18865516599999,2025-11-23 12:55:23.193,response,1
001,1,14,nondom,mountain,f,,0.0,225,1.0,14,37.1497118379998,2025-11-23 12:55:24.154,omission,1
001,1,15,dom,city,j,j,0.5000998460000119,149,0.6622222222222223,15,37.65009543499991,2025-11-23 12:55:24.654,response,1
001,1,16,nondom,mountain,f,j,0.6400129980002021,183,0.8133333333333334,16,38.52265609599999,2025-11-23 12:55:25.527,response,0
001,1,17,dom,city,j,j,0.6356379939998078,185,0.8222222222222222,17,39.29913089599995,2025-11-23 12:55:26.304,response,1
001,1,18,dom,city,j,j,0.5918156620000445,171,0.76,18,40.032920937999734,2025-11-23 12:55:27.037,response,1
001,1,19,dom,city,j,j,0.5458381119997284,160,0.7111111111111111,19,40.756132091999916,2025-11-23 12:55:27.761,response,1
001,1,20,dom,city,j,j,0.5774750479999966,168,0.7466666666666667,20,41.540023007999935,2025-11-23 12:55:28.544,response,1
001,1,21,dom,city,j,j,0.6145017849999022,184,0.8177777777777778,21,42.338818206999804,2025-11-23 12:55:29.343,response,1
001,1,22,dom,city,j,j,0.582354468000176,166,0.7377777777777778,22,43.05841252299979,2025-11-23 12:55:30.063,response,1
001,1,23,dom,city,j,j,0.5844100959998286,167,0.7422222222222222,23,43.834060922999925,2025-11-23 12:55:30.838,response,1
001,1,24,dom,city,j,j,0.5984105300003648,175,0.7777777777777778,24,44.62740253699985,2025-11-23 12:55:31.632,response,1
001,1,25,dom,city,j,j,0.6857272530000955,196,0.8711111111111111,25,45.48230115699971,2025-11-23 12:55:32.487,response,1
001,1,26,dom,city,j,j,0.6538021030000891,190,0.8444444444444444,26,46.24255455799994,2025-11-23 12:55:33.247,response,1
001,1,27,dom,city,j,j,0.5680013999999574,165,0.7333333333333333,27,46.939950986999975,2025-11-23 12:55:33.944,response,1
001,1,28,dom,city,j,j,0.6097030410001025,174,0.7733333333333333,28,47.747851159999755,2025-11-23 12:55:34.752,response,1
001,1,29,dom,city,j,j,0.5928793719999703,163,0.7244444444444444,29,48.51504262499975,2025-11-23 12:55:35.519,response,1
001,1,30,dom,city,j,j,0.5608100849999573,163,0.7244444444444444,30,49.28314692499998,2025-11-23 12:55:36.288,response,1
001,1,31,dom,city,j,j,0.5980688639997425,179,0.7955555555555556,31,50.09341941499997,2025-11-23 12:55:37.098,response,1
001,1,32,dom,city,j,j,0.6190811460000987,178,0.7911111111111111,32,50.865321675999894,2025-11-23 12:55:37.870,response,1
001,1,33,dom,city,j,j,0.6127482980000423,171,0.76,33,51.642030906999935,2025-11-23 12:55:38.646,response,1
001,1,34,dom,city,j,j,0.5913901489998352,162,0.72,34,52.465861502999815,2025-11-23 12:55:39.470,response,1
001,1,35,dom,city,j,j,0.6176191110002947,177,0.7866666666666666,35,53.29297365899993,2025-11-23 12:55:40.297,response,1
001,1,36,dom,city,j,j,0.5849060809996445,173,0.7688888888888888,36,54.03639167099982,2025-11-23 12:55:41.041,response,1
001,1,37,dom,city,j,j,0.6484358530001373,186,0.8266666666666667,37,54.86076639099974,2025-11-23 12:55:41.865,response,1
001,1,38,dom,city,j,j,0.5303059880002365,158,0.7022222222222222,38,55.52335594499982,2025-11-23 12:55:42.528,response,1
001,1,39,nondom,mountain,f,,0.0,225,1.0,39,56.52841013199986,2025-11-23 12:55:43.533,omission,1
001,1,40,dom,city,j,j,0.6985498789999838,178,0.7911111111111111,40,57.227255585999956,2025-11-23 12:55:44.232,response,1
001,1,41,dom,city,j,j,0.5802366529997016,161,0.7155555555555555,41,57.9637584799998,2025-11-23 12:55:44.968,response,1
001,1,42,dom,city,j,j,0.5697802220001904,152,0.6755555555555556,42,58.74732977699978,2025-11-23 12:55:45.752,response,1
001,1,43,dom,city,j,j,0.6517307460003394,181,0.8044444444444444,43,59.636117072999696,2025-11-23 12:55:46.640,response,1
001,1,44,dom,city,j,j,0.6386240580000049,184,0.8177777777777778,44,60.4269367349998,2025-11-23 12:55:47.431,response,1
001,1,45,dom,city,j,j,0.5950284279997504,163,0.7244444444444444,45,61.16036969099969,2025-11-23 12:55:48.165,response,1
001,1,46,dom,city,j,j,0.5920811920000233,170,0.7555555555555555,46,61.994076810000024,2025-11-23 12:55:48.998,response,1
001,1,47,nondom,mountain,f,,0.0,225,1.0,47,62.985998004000066,2025-11-23 12:55:49.990,omission,1
001,1,48,dom,city,j,j,0.47320901900002355,143,0.6355555555555555,48,63.45948723499987,2025-11-23 12:55:50.464,response,1
001,1,49,dom,city,j,j,0.5140997410003365,147,0.6533333333333333,49,64.22773542200002,2025-11-23 12:55:51.232,response,1
001,1,50,dom,city,j,j,0.5264648679999482,152,0.6755555555555556,50,65.00703659300007,2025-11-23 12:55:52.011,response,1
001,1,51,dom,city,j,j,0.6669410210001843,206,0.9155555555555556,51,65.90761316699991,2025-11-23 12:55:52.912,response,1
