subject,block,trial,condition,stimulus_type,correct_key,key_pressed,rt,transition_step,coherence,frame_count,experiment_time,wall_time,response_type,correct
001,1,56,dom,city,f,f,0.03855543800000305,1,0.004405286343612335,56,52.09253579199958,2025-11-10 22:17:06.236,response,1
001,1,57,dom,city,f,f,0.6331530579991522,211,0.9295154185022027,57,53.380951492999884,2025-11-10 22:17:07.525,response,1
001,1,58,dom,city,f,f,0.5823898010003177,185,0.8149779735682819,58,54.019235175000176,2025-11-10 22:17:08.163,response,1
001,1,59,nondom,mountain,j,,0.0,227,1.0,59,54.83400883499962,2025-11-10 22:17:08.978,omission,1
001,1,60,dom,city,f,j,0.08170267499917827,15,0.06607929515418502,60,54.91595539300033,2025-11-10 22:17:09.060,response,0
001,1,61,dom,city,f,f,0.6392674429998806,209,0.920704845814978,61,56.178535971999736,2025-11-10 22:17:10.322,response,1
001,1,62,dom,city,f,,0.0,227,1.0,62,56.911486381999566,2025-11-10 22:17:11.055,omission,0
001,1,63,dom,city,f,f,0.03814237200003845,1,0.004405286343612335,63,56.94982905899997,2025-11-10 22:17:11.093,response,1
001,1,64,dom,city,f,f,0.02956789900053991,1,0.004405286343612335,64,57.63791841700004,2025-11-10 22:17:11.782,response,1
001,1,65,dom,city,f,,0.0,227,1.0,65,58.99284936499953,2025-11-10 22:17:13.136,omission,0
001,1,66,dom,city,f,f,0.06709925499944802,10,0.04405286343612335,66,59.0602848540002,2025-11-10 22:17:13.204,response,1
001,1,67,dom,city,f,f,0.05517961199984711,10,0.04405286343612335,67,59.75637714700042,2025-11-10 22:17:13.900,response,1
001,1,68,dom,city,f,f,0.6626060559992766,216,0.9515418502202643,68,61.068212344999665,2025-11-10 22:17:15.212,response,1
001,1,69,dom,city,f,f,0.6415183409999372,211,0.9295154185022027,69,61.748503208999864,2025-11-10 22:17:15.892,response,1
001,1,70,dom,city,f,,0.0,227,1.0,70,62.48481335300039,2025-11-10 22:17:16.628,omission,0
001,1,71,dom,city,f,f,0.04021662400009518,1,0.004405286343612335,71,62.52530050000041,2025-11-10 22:17:16.669,response,1
001,1,72,dom,city,f,f,0.6230935759995191,199,0.8766519823788547,72,63.81414721300007,2025-11-10 22:17:17.958,response,1
001,1,73,dom,city,f,f,0.6709188380000342,221,0.973568281938326,73,64.58006672200008,2025-11-10 22:17:18.724,response,1
001,1,74,dom,city,f,f,0.6905175219999364,226,0.9955947136563876,74,65.29177228499975,2025-11-10 22:17:19.435,response,1
001,1,75,dom,city,f,,0.0,227,1.0,75,65.99432934299966,2025-11-10 22:17:20.138,omission,0
001,1,76,dom,city,f,f,0.058123263999732444,7,0.030837004405286344,76,66.05270591499993,2025-11-10 22:17:20.196,response,1
001,1,77,dom,city,f,f,0.6771278980004354,225,0.9911894273127754,77,67.38144073999956,2025-11-10 22:17:21.525,response,1
001,1,78,dom,city,f,,0.0,227,1.0,78,68.09736921399963,2025-11-10 22:17:22.241,omission,0
001,1,79,dom,city,f,f,0.04107625000051485,1,0.004405286343612335,79,68.13875138499952,2025-11-10 22:17:22.282,response,1
001,1,80,dom,city,f,f,0.014853964000394626,5,0.022026431718061675,80,68.81998041600036,2025-11-10 22:17:22.964,response,1
001,2,1,dom,city,f,f,0.526066582000567,154,0.6784140969162996,81,74.22136239700012,2025-11-10 22:17:28.365,response,1
001,2,2,nondom,mountain,j,j,0.6178397180001411,179,0.788546255506608,82,75.06041647500024,2025-11-10 22:17:29.204,response,1
001,2,3,dom,city,f,f,0.5855781050004225,193,0.8502202643171806,83,75.79719746499995,2025-11-10 22:17:29.941,response,1
001,2,4,dom,city,f,f,0.6084553679993405,196,0.8634361233480177,84,76.5158543589996,2025-11-10 22:17:30.659,response,1
001,2,5,dom,city,f,f,0.6019495419996019,191,0.8414096916299559,85,77.22029157199995,2025-11-10 22:17:31.364,response,1
001,2,6,dom,city,f,f,0.5942186350002885,194,0.8546255506607929,86,77.93182104199968,2025-11-10 22:17:32.075,response,1
001,2,7,dom,city,f,f,0.6766903679999814,214,0.9427312775330396,87,78.71651933700014,2025-11-10 22:17:32.860,response,1
001,2,8,dom,city,f,f,0.6649499830000423,199,0.8766519823788547,88,79.43017306900038,2025-11-10 22:17:33.574,response,1
001,2,9,dom,city,f,f,0.5704008290003912,187,0.8237885462555066,89,80.09333365899965,2025-11-10 22:17:34.237,response,1
001,2,10,dom,city,f,f,0.6668081600000733,210,0.9251101321585903,90,80.88607441400018,2025-11-10 22:17:35.030,response,1
001,2,11,dom,city,f,f,0.54945076399963,174,0.7665198237885462,91,81.49337195800035,2025-11-10 22:17:35.637,response,1
001,2,12,dom,city,f,f,0.6342141370005265,210,0.9251101321585903,92,82.29234572800033,2025-11-10 22:17:36.436,response,1
001,2,13,dom,city,f,f,0.5905824550000034,195,0.8590308370044053,93,82.94056044399986,2025-11-10 22:17:37.084,response,1
001,2,14,dom,city,f,f,0.625997838999865,204,0.8986784140969163,94,83.66821143400011,2025-11-10 22:17:37.812,response,1
001,2,15,dom,city,f,f,0.6918675550004991,227,1.0,95,84.43810303600003,2025-11-10 22:17:38.582,response,1
001,2,16,dom,city,f,f,0.6696869589995913,219,0.9647577092511013,96,85.10799166200013,2025-11-10 22:17:39.252,response,1
001,2,17,dom,city,f,f,0.6547028670001964,215,0.947136563876652,97,85.79008953500033,2025-11-10 22:17:39.934,response,1
001,2,18,dom,city,f,f,0.6299808930007202,209,0.920704845814978,98,86.4620242130004,2025-11-10 22:17:40.606,response,1
001,2,19,dom,city,f,f,0.5952459730006012,197,0.8678414096916299,99,87.11736604100042,2025-11-10 22:17:41.261,response,1
001,2,20,dom,city,f,f,0.5755758029999924,190,0.8370044052863436,100,87.78838164900026,2025-11-10 22:17:41.932,response,1
001,2,21,dom,city,f,f,0.6683177139993859,213,0.9383259911894273,101,88.57435849099966,2025-11-10 22:17:42.718,response,1
001,2,22,dom,city,f,f,0.6196266039996772,203,0.8942731277533039,102,89.24489519799954,2025-11-10 22:17:43.388,response,1
001,2,23,dom,city,f,f,0.6720893239998986,211,0.9295154185022027,103,89.99760104199959,2025-11-10 22:17:44.141,response,1
001,2,24,dom,city,f,f,0.6713046840004608,217,0.9559471365638766,104,90.72465436600032,2025-11-10 22:17:44.868,response,1
001,2,25,dom,city,f,f,0.64630989699981,214,0.9427312775330396,105,91.41261296199991,2025-11-10 22:17:45.556,response,1
001,2,26,dom,city,f,,0.0,227,1.0,106,92.13955024200004,2025-11-10 22:17:46.283,omission,0
001,2,27,dom,city,f,f,0.07409437299975252,13,0.05726872246696035,107,92.21387452300041,2025-11-10 22:17:46.357,response,1
001,2,28,dom,city,f,f,0.02885389299990493,1,0.004405286343612335,108,92.86408957399999,2025-11-10 22:17:47.008,response,1
001,2,29,dom,city,f,f,0.04208751900023344,5,0.022026431718061675,109,93.58066339299967,2025-11-10 22:17:47.724,response,1
001,2,30,dom,city,f,f,0.6833450860003722,225,0.9911894273127754,110,94.92606733600041,2025-11-10 22:17:49.070,response,1
001,2,31,dom,city,f,f,0.6985733559995424,224,0.986784140969163,111,95.63065006600027,2025-11-10 22:17:49.774,response,1
001,2,32,dom,city,f,,0.0,227,1.0,112,96.33507155799998,2025-11-10 22:17:50.479,omission,0
001,2,33,nondom,mountain,j,f,0.045617075999871304,3,0.013215859030837005,113,96.38088049599992,2025-11-10 22:17:50.524,response,0
001,2,34,dom,city,f,j,0.11831245499979559,32,0.14096916299559473,114,97.15645714000038,2025-11-10 22:17:51.300,response,0
001,2,35,nondom,mountain,j,f,0.6393259209999087,206,0.9074889867841409,115,98.38028529199983,2025-11-10 22:17:52.524,response,0
001,2,36,dom,city,f,f,0.6764897180000844,224,0.986784140969163,116,99.1264420919997,2025-11-10 22:17:53.270,response,1
001,2,37,dom,city,f,,0.0,227,1.0,117,99.85317066599964,2025-11-10 22:17:53.997,omission,0
001,2,38,dom,city,f,f,0.04089495700009138,1,0.004405286343612335,118,99.89434355199955,2025-11-10 22:17:54.038,response,1
001,2,39,dom,city,f,f,0.630397984999945,204,0.8986784140969163,119,101.20620470500035,2025-11-10 22:17:55.350,response,1
001,2,40,dom,city,f,f,0.6445178439998926,211,0.9295154185022027,120,101.92616227899998,2025-11-10 22:17:56.070,response,1
001,2,41,dom,city,f,f,0.6392519660003018,205,0.9030837004405287,121,102.62111375299992,2025-11-10 22:17:56.765,response,1
001,2,42,dom,city,f,f,0.6549534270006916,214,0.9427312775330396,122,103.34913004999999,2025-11-10 22:17:57.493,response,1
001,2,43,dom,city,f,f,0.6399799740001981,210,0.9251101321585903,123,104.0366612859998,2025-11-10 22:17:58.180,response,1
001,2,44,dom,city,f,f,0.7582938600007765,216,0.9515418502202643,124,104.85310673499953,2025-11-10 22:17:58.997,response,1
001,2,45,dom,city,f,f,0.6807260929999757,227,1.0,125,105.57408785699954,2025-11-10 22:17:59.718,response,1
001,2,46,dom,city,f,f,0.6874352439999711,224,0.986784140969163,126,106.26176174200009,2025-11-10 22:18:00.405,response,1
001,2,47,dom,city,f,f,0.7032408869999927,227,1.0,127,106.97452921399963,2025-11-10 22:18:01.118,response,1
001,2,48,dom,city,f,,0.0,227,1.0,128,107.66126555899973,2025-11-10 22:18:01.805,omission,0
001,2,49,dom,city,f,f,0.038927714999772434,1,0.004405286343612335,129,107.70038552000005,2025-11-10 22:18:01.844,response,1
001,2,50,dom,city,f,,0.0,227,1.0,130,109.03590110699952,2025-11-10 22:18:03.180,omission,0
001,2,51,dom,city,f,f,0.04062017900014325,1,0.004405286343612335,131,109.07683897799961,2025-11-10 22:18:03.220,response,1
001,2,52,dom,city,f,,0.0,227,1.0,132,110.43525923800007,2025-11-10 22:18:04.579,omission,0
001,2,53,dom,city,f,f,0.058282105999751366,7,0.030837004405286344,133,110.49376741099968,2025-11-10 22:18:04.637,response,1
001,2,54,dom,city,f,f,0.050205855000058364,8,0.03524229074889868,134,111.19686565899974,2025-11-10 22:18:05.340,response,1
001,2,55,dom,city,f,,0.0,227,1.0,135,112.54128705699986,2025-11-10 22:18:06.685,omission,0
001,2,56,nondom,mountain,j,f,0.038517434999448596,1,0.004405286343612335,136,112.5800040410004,2025-11-10 22:18:06.724,response,0
001,2,57,dom,city,f,j,0.029475307000211615,1,0.004405286343612335,137,113.27091791600014,2025-11-10 22:18:07.415,response,0
001,2,58,nondom,mountain,j,,0.0,227,1.0,138,114.6178264500004,2025-11-10 22:18:08.761,omission,1
001,2,59,nondom,mountain,j,j,0.09080484300011449,16,0.07048458149779736,139,114.70887580999988,2025-11-10 22:18:08.852,response,1
001,2,60,dom,city,f,j,0.3160967169997093,100,0.44052863436123346,140,115.63843106399963,2025-11-10 22:18:09.782,response,0
001,2,61,dom,city,f,f,0.13507141399986722,35,0.15418502202643172,141,116.14962216499953,2025-11-10 22:18:10.293,response,1
001,2,62,dom,city,f,f,0.6634551140004987,215,0.947136563876652,142,117.39025625500017,2025-11-10 22:18:11.534,response,1
001,2,63,dom,city,f,,0.0,227,1.0,143,118.11976831700031,2025-11-10 22:18:12.263,omission,0
001,2,64,dom,city,f,f,0.040605756000331894,1,0.004405286343612335,144,118.16066072400008,2025-11-10 22:18:12.304,response,1
001,2,65,dom,city,f,f,0.03208687500045926,2,0.00881057268722467,145,118.85541957500027,2025-11-10 22:18:12.999,response,1
001,2,66,nondom,mountain,j,f,0.6945255749997159,222,0.9779735682819384,146,120.19930362200012,2025-11-10 22:18:14.343,response,0
001,2,67,dom,city,f,f,0.6779895480003688,220,0.9691629955947136,147,120.89327741800025,2025-11-10 22:18:15.037,response,1
001,2,68,dom,city,f,,0.0,227,1.0,148,121.60002887199971,2025-11-10 22:18:15.744,omission,0
001,2,69,dom,city,f,,0.0,227,1.0,149,122.30394112700014,2025-11-10 22:18:16.448,omission,0
001,2,70,dom,city,f,,0.0,227,1.0,150,122.99526904399954,2025-11-10 22:18:17.139,omission,0
001,2,71,dom,city,f,,0.0,227,1.0,151,123.7074757370001,2025-11-10 22:18:17.851,omission,0
001,2,72,dom,city,f,,0.0,227,1.0,152,124.40292516499994,2025-11-10 22:18:18.547,omission,0
001,2,73,dom,city,f,f,0.6989369980001356,225,0.9911894273127754,153,125.10210945000017,2025-11-10 22:18:19.246,response,1
001,2,74,dom,city,f,f,0.541753215999961,155,0.6828193832599119,154,125.65356068599976,2025-11-10 22:18:19.797,response,1
001,2,75,nondom,mountain,j,f,0.47485527800017735,152,0.6696035242290749,155,126.35114562099989,2025-11-10 22:18:20.495,response,0
001,2,76,dom,city,f,f,0.5096016999996209,165,0.7268722466960352,156,127.08514022199961,2025-11-10 22:18:21.229,response,1
001,2,77,dom,city,f,f,0.48345645799963677,154,0.6784140969162996,157,127.76543997200042,2025-11-10 22:18:21.909,response,1
001,2,78,dom,city,f,f,0.5021377150005719,153,0.6740088105726872,158,128.49553286799983,2025-11-10 22:18:22.639,response,1
001,2,79,dom,city,f,f,0.5012347089996183,145,0.6387665198237885,159,129.23830936000013,2025-11-10 22:18:23.382,response,1
001,2,80,dom,city,f,f,0.5244630340002914,170,0.748898678414097,160,130.02950847899956,2025-11-10 22:18:24.173,response,1
